SIS ID,Sequence,Family,Scientific name,Common name,RL Category,PE,PEW,Seabird,Waterbird,Landbird,Migratory status,Ecosystem - Terrestrial,Ecosystem - Freshwater,Ecosystem - Marine,RL AOO,Criteria met at highest level,RL EOO (smaller of breeding and non-breeding EOO),Population size (mature individuals),Population size derivation,Current population trend,Current population trend derivation
22700193,67560,Tyrant-flycatchers,Muscisaxicola albifrons,White-fronted Ground-tyrant,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,411000,Unknown,not applicable,Stable,suspected
22700152,67630,Tyrant-flycatchers,Muscisaxicola capistratus,Cinnamon-bellied Ground-tyrant,LC,False,False,False,False,True,Full migrant,True,True,False,0,,347000,Unknown,not applicable,Unknown,not applicable
22700045,67740,Tyrant-flycatchers,Xolmis salinarum,Salinas Monjita,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,30200,Unknown,not applicable,Stable,suspected
22700052,67760,Tyrant-flycatchers,Xolmis dominicanus,Black-and-white Monjita,VU,False,False,False,False,True,Not a migrant,True,True,False,0,A2c+3c+4c,788000,14000-17500,estimated,Decreasing,inferred
22700072,67770,Tyrant-flycatchers,Agriornis montanus,Black-billed Shrike-tyrant,LC,False,False,False,False,True,Full migrant,True,False,False,0,,5560000,Unknown,not applicable,Stable,suspected
22700095,67790,Tyrant-flycatchers,Agriornis lividus,Great Shrike-tyrant,LC,False,False,False,False,True,Full migrant,True,False,False,0,,1170000,Unknown,not applicable,Stable,suspected
22700114,67810,Tyrant-flycatchers,Agriornis murinus,Lesser Shrike-tyrant,LC,False,False,False,False,True,Full migrant,True,False,False,0,,1050000,Unknown,not applicable,Stable,suspected
22700069,67820,Tyrant-flycatchers,Neoxolmis rufiventris,Chocolate-vented Tyrant,LC,False,False,False,False,True,Full migrant,True,False,False,0,,465000,Unknown,not applicable,Unknown,not applicable
22699997,67850,Tyrant-flycatchers,Myiotheretes fumigatus,Smoky Bush-tyrant,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2010000,Unknown,not applicable,Decreasing,suspected
22699970,67870,Tyrant-flycatchers,Ochthornis littoralis,Drab Water-tyrant,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,5690000,Unknown,not applicable,Stable,suspected
22699748,67880,Tyrant-flycatchers,Cnemotriccus fuscatus,Fuscous Flycatcher,LC,False,False,False,False,True,Full migrant,True,True,False,0,,14600000,Unknown,not applicable,Decreasing,suspected
22699767,67890,Tyrant-flycatchers,Aphanotriccus capitalis,Tawny-chested Flycatcher,VU,False,False,False,False,True,Not a migrant,True,True,False,0,"B1ab(i,ii,iii)",17000,6000-15000,estimated,Decreasing,suspected
22699779,67930,Tyrant-flycatchers,Mitrephanes phaeocercus,Tufted Flycatcher,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,3350000,500000-4999999,suspected,Decreasing,suspected
22699851,68030,Tyrant-flycatchers,Empidonax albigularis,White-throated Flycatcher,LC,False,False,False,False,True,Full migrant,True,True,False,0,,1500000,50000-499999,suspected,Decreasing,suspected
22699848,68040,Tyrant-flycatchers,Empidonax traillii,Willow Flycatcher,LC,False,False,False,False,True,Full migrant,True,True,False,0,,9860000,8100000,estimated,Decreasing,estimated
22699883,68070,Tyrant-flycatchers,Empidonax atriceps,Black-capped Flycatcher,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,10700,20000-49999,suspected,Stable,suspected
22699860,68080,Tyrant-flycatchers,Empidonax wrightii,American Grey Flycatcher,LC,False,False,False,False,True,Full migrant,True,False,False,0,,1820000,2900000,estimated,Increasing,estimated
22699854,68090,Tyrant-flycatchers,Empidonax minimus,Least Flycatcher,LC,False,False,False,False,True,Full migrant,True,False,False,0,,9270000,27000000,estimated,Decreasing,estimated
22699868,68120,Tyrant-flycatchers,Empidonax affinis,Pine Flycatcher,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1180000,50000-499999,suspected,Decreasing,suspected
22699798,68140,Tyrant-flycatchers,Contopus pertinax,Greater Pewee,LC,False,False,False,False,True,Full migrant,True,False,False,0,,2250000,2000000,inferred,Decreasing,suspected
103683897,68210,Tyrant-flycatchers,Contopus punensis,Western Tropical Pewee,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,348000,Unknown,not applicable,Stable,suspected
103683886,68220,Tyrant-flycatchers,Contopus cinereus,Southern Tropical Pewee,LC,False,False,False,False,True,Full migrant,True,False,False,0,,6580000,5000000-50000000,inferred,Decreasing,suspected
22704635,72710,Thornbills,Acanthiza ewingii,Tasmanian Thornbill,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,134000,Unknown,not applicable,Decreasing,suspected
22704983,72850,Australasian babblers,Pomatostomus temporalis,Grey-crowned Babbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,8510000,Unknown,not applicable,Decreasing,suspected
22704989,72860,Australasian babblers,Pomatostomus halli,Hall's Babbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,600000,Unknown,not applicable,Decreasing,suspected
22704986,72870,Australasian babblers,Pomatostomus superciliosus,White-browed Babbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,5930000,Unknown,not applicable,Decreasing,suspected
103691602,72990,Old World Orioles,Pitohui uropygialis,Southern Variable Pitohui,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,942000,Unknown,not applicable,Decreasing,not applicable
22706455,73020,Old World Orioles,Sphecotheres vieilloti,Australasian Figbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,6550000,Unknown,not applicable,Stable,suspected
22706460,73030,Old World Orioles,Sphecotheres viridis,Timor Figbird,LC,False,False,False,False,True,Not a migrant,True,False,False,1600,,43500,Unknown,,Decreasing,suspected
103691651,73160,Old World Orioles,Oriolus decipiens,Tanimbar Oriole,LC,False,False,False,False,True,Not a migrant,True,False,False,4600,,8100,75000-150000,estimated,Stable,suspected
22706378,73220,Old World Orioles,Oriolus isabellae,Isabela Oriole,CR,False,False,False,False,True,Not a migrant,True,False,False,0,"C2a(i,ii)",8900,50-249,estimated,Decreasing,suspected
22706437,73280,Old World Orioles,Oriolus xanthornus,Black-hooded Oriole,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,10700000,Unknown,not applicable,Stable,suspected
103692938,73360,Old World Orioles,Oriolus oriolus,Eurasian Golden Oriole,LC,False,False,False,False,True,Full migrant,True,False,False,0,,26600000,13400000-22500000,estimated,Stable,suspected
22706397,73400,Old World Orioles,Oriolus tenuirostris,Slender-billed Oriole,LC,False,False,False,False,True,Full migrant,True,False,False,0,,1600000,Unknown,not applicable,Decreasing,inferred
103693170,73560,Quail-thrushes and Jewel-babblers,Ptilorrhoa geislerorum,Dimorphic Jewel-babbler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,98000,Unknown,not applicable,Decreasing,suspected
22705363,73580,Quail-thrushes and Jewel-babblers,Cinclosoma ajax,Painted Quail-thrush,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,549000,Unknown,not applicable,Decreasing,suspected
22724568,73730,Whistlers,Coracornis sanghirensis,Sangihe Whistler,CR,False,False,False,False,True,Not a migrant,True,False,False,12,"B1ab(ii,iii,v); C2a(i,ii)",8,50-249,estimated,Decreasing,inferred
22705473,73830,Whistlers,Pachycephala meyeri,Vogelkop Whistler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,17700,Unknown,not applicable,Stable,suspected
22705443,73910,Whistlers,Pachycephala albiventris,Green-backed Whistler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,233000,Unknown,not applicable,Decreasing,inferred
103693387,73930,Whistlers,Pachycephala teysmanni,Selayar Whistler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,830,Unknown,not applicable,Stable,suspected
103693410,73940,Whistlers,Pachycephala fulvotincta,Rusty-breasted Whistler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,323000,Unknown,not applicable,Stable,suspected
103693426,74070,Whistlers,Pachycephala feminina,Rennell Whistler,NT,False,False,False,False,True,Not a migrant,True,False,False,726,B1b(iii)+2b(iii); C2a(ii),990,6000-15000,suspected,Decreasing,inferred
22705507,74080,Whistlers,Pachycephala flavifrons,Samoan Whistler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4800,Unknown,not applicable,Stable,suspected
22705510,74090,Whistlers,Pachycephala jacquinoti,Tongan Whistler,NT,False,False,False,False,True,Not a migrant,True,False,False,240,B1b(iii)+2b(iii),1500,Unknown,not applicable,Unknown,not applicable
103693472,74120,Whistlers,Pachycephala par,Banda Sea Whistler,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,3600,Unknown,not applicable,Stable,suspected
22706629,75660,Cuckooshrikes,Edolisoma ostentum,White-winged Cicadabird,NT,False,False,False,False,True,Not a migrant,True,False,False,606-2734,"""B2ab(ii,iii,v); C2a(i)""",26000,2500-9999,estimated,Decreasing,inferred
22706593,75700,Cuckooshrikes,Edolisoma dispar,Kai Cicadabird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,174000,Unknown,not applicable,Stable,suspected
103702475,75740,Cuckooshrikes,Edolisoma salomonis,Makira Cicadabird,LC,False,False,False,False,True,Full migrant,True,False,False,0,,4300,Unknown,not applicable,Stable,suspected
103702544,75760,Cuckooshrikes,Edolisoma pygmaeum,New Georgia Cicadabird,NT,False,False,False,False,True,Not a migrant,True,False,False,0,B1b(iii),6800,Unknown,not applicable,Decreasing,suspected
103702470,75810,Cuckooshrikes,Edolisoma tenuirostre,Slender-billed Cicadabird,LC,False,False,False,False,True,Full migrant,True,False,False,0,,13000000,Unknown,not applicable,Decreasing,suspected
22706684,75950,Cuckooshrikes,Lalage sharpei,Samoan Triller,NT,False,False,False,False,True,Not a migrant,True,False,False,0,"B1b(ii,iii,v)",4640,20000,estimated,Decreasing,inferred
103702795,76000,Cuckooshrikes,Lalage atrovirens,Black-browed Triller,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,589000,Unknown,not applicable,Decreasing,suspected
22706672,76020,Cuckooshrikes,Lalage moesta,Tanimbar Triller,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,13500,Unknown,not applicable,Stable,suspected
103702973,76050,Cuckooshrikes,Lalage melanoleuca,Northern Black-and-white Triller,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,237000,Unknown,not applicable,Decreasing,suspected
22706651,76070,Cuckooshrikes,Lalage nigra,Pied Triller,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,7010000,Unknown,not applicable,Decreasing,inferred
22706564,76130,Cuckooshrikes,Lalage typica,Mauritius Cuckooshrike,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),200,420,estimated,Decreasing,inferred
22705411,76200,Berryhunter,Rhagologus leucostigma,Mottled Berryhunter,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,550000,Unknown,not applicable,Decreasing,suspected
22706288,76270,Woodswallows and Butcherbirds,Gymnorhina tibicen,Australian Magpie,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,10400000,Unknown,not applicable,Increasing,suspected
103703460,76310,Woodswallows and Butcherbirds,Cracticus torquatus,Grey Butcherbird,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,8870000,Unknown,not applicable,Unknown,not applicable
22706321,76350,Woodswallows and Butcherbirds,Artamus personatus,Masked Woodswallow,LC,False,False,False,False,True,Full migrant,True,True,False,0,,9380000,Unknown,not applicable,Stable,suspected
22706333,76390,Woodswallows and Butcherbirds,Artamus minor,Little Woodswallow,LC,False,False,False,False,True,Full migrant,True,False,False,0,,7980000,Unknown,not applicable,Stable,suspected
22706318,76420,Woodswallows and Butcherbirds,Artamus mentalis,Fiji Woodswallow,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,80900,Unknown,not applicable,Decreasing,estimated
22708020,76630,Vangas and allies,Vanga curvirostris,Hook-billed Vanga,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,689000,Unknown,not applicable,Decreasing,suspected
22708028,76680,Vangas and allies,Xenopirostris damii,Van Dam's Vanga,VU,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,34000,2800-7000,estimated,Decreasing,inferred
22730676,76750,Vangas and allies,Prionops caniceps,Red-billed Helmetshrike,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,1420000,Unknown,,Decreasing,inferred
22707794,76780,Vangas and allies,Prionops gabela,Gabela Helmetshrike,EN,False,False,False,False,True,Not a migrant,True,False,False,0,C2a(ii),19300-80000,1000-4500,estimated,Decreasing,inferred
22706772,76820,Vangas and allies,Hemipus hirundinaceus,Black-winged Flycatcher-shrike,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,4120000,Unknown,not applicable,Decreasing,suspected
103703869,76830,Vangas and allies,Tephrodornis sylvicola,Malabar Woodshrike,LC,False,False,False,False,True,Altitudinal migrant,True,False,False,0,,266000,Unknown,not applicable,Decreasing,suspected
22707998,76920,Vangas and allies,Philentoma velata,Maroon-breasted Philentoma,NT,False,False,False,False,True,Not a migrant,True,False,False,0,A2c+3c+4c,4410000,Unknown,not applicable,Decreasing,inferred
22734421,76980,Batises and Wattle-eyes,Batis crypta,Dark Batis,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,166000,Unknown,not applicable,Decreasing,suspected
22707873,77060,Batises and Wattle-eyes,Batis pririt,Pririt Batis,LC,False,False,False,False,True,Full migrant,True,False,False,0,,2380000,Unknown,not applicable,Stable,suspected
22707920,77100,Batises and Wattle-eyes,Batis minulla,Angola Batis,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,1040000,Unknown,not applicable,Decreasing,suspected
22736075,77210,Batises and Wattle-eyes,Dyaphorophyia hormophora,West African Wattle-eye,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,668000,Unknown,not applicable,Decreasing,suspected
22707950,77230,Batises and Wattle-eyes,Dyaphorophyia tonsa,White-spotted Wattle-eye,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2280000,Unknown,not applicable,Decreasing,suspected
22707929,77330,Batises and Wattle-eyes,Platysteira laticincta,Banded Wattle-eye,VU,False,False,False,False,True,Not a migrant,True,True,False,0,C2a(i),5100,2900-5500,estimated,Decreasing,inferred
22707443,77390,Ioras,Aegithina lafresnayei,Great Iora,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2710000,Unknown,not applicable,Decreasing,inferred
22707390,79280,Monarch-flycatchers,Myiagra vanikorensis,Vanikoro Flycatcher,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,451000,Unknown,not applicable,Decreasing,suspected
22707348,79430,Monarch-flycatchers,Arses insularis,Ochre-collared Monarch,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,235000,Unknown,not applicable,Decreasing,suspected
22707351,79460,Monarch-flycatchers,Arses kaupi,Pied Monarch,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,38700,Unknown,not applicable,Stable,suspected
22707429,79490,Monarch-flycatchers,Grallina bruijnii,Torrent-lark,LC,False,False,False,False,True,Not a migrant,True,True,False,0,,698000,Unknown,not applicable,Decreasing,not applicable
22707231,79500,Monarch-flycatchers,Symposiachrus axillaris,Black Monarch,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,735000,Unknown,not applicable,Decreasing,suspected
22707285,79540,Monarch-flycatchers,Symposiachrus sacerdotum,Flores Monarch,EN,False,False,False,False,True,Not a migrant,True,False,False,348-696,B1ab(iii)+2ab(iii),820,2500-9999,estimated,Decreasing,suspected
22707304,79620,Monarch-flycatchers,Symposiachrus manadensis,Hooded Monarch,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,950000,Unknown,not applicable,Decreasing,suspected
22736440,79790,Monarch-flycatchers,Chasiempis sandwichensis,Hawaii Elepaio,NT,False,False,False,False,True,Not a migrant,True,False,False,5260,"B1b(iii,v)",8950,140000,estimated,Decreasing,inferred
22724444,79810,Monarch-flycatchers,Pomarea pomarea,Maupiti Monarch,EX,False,False,False,False,True,Not a migrant,True,False,False,0,,0,Unknown,,,not applicable
22707172,79830,Monarch-flycatchers,Pomarea dimidiata,Rarotonga Monarch,VU,False,False,False,False,True,Not a migrant,True,False,False,0,D1+2,1000,500,observed,Increasing,observed
22707213,79960,Monarch-flycatchers,Clytorhynchus pachycephaloides,Southern Shrikebill,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,356000,Unknown,not applicable,Decreasing,suspected
103715229,80050,Monarch-flycatchers,Monarcha ugiensis,Ugi Monarch,LC,False,False,False,False,True,Not a migrant,True,False,False,0,,2100,Unknown,not applicable,Stable,suspected
